index,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2660,2163,20,RL,9600,Reg,Lvl,Inside,Timber,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.001236876,1777.145556,1293.890764,Ex,Y,SBrkr,864,0,1040,0.00199992,2,0,3,1,Gd,7,1,2.998012278,623.5093053,Y,0,0,5,2007,WD ,Normal,145000
2661,1293,60,RL,9600,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1994,1950,Gable,VinylSd,VinylSd,Gd,PConc,526.8612896,1747.443236,1215.221109,Ex,Y,SBrkr,672,0,1489,0.001999968,2,1,3,1,TA,7,1,1.99800181,362.0788401,Y,0,0,8,2006,WD ,Normal,170000
2662,754,60,RL,10182,Reg,Lvl,Inside,BrkSide,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,PConc,1577.456521,479.2171931,1314.208941,Ex,Y,SBrkr,912,0,1656,1.001999878,2,0,3,1,Gd,7,1,2.998008156,597.8969591,Y,0,0,11,2006,WD ,Normal,125000
2663,754,20,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,1Story,7,5,1994,2006,Gable,VinylSd,VinylSd,Gd,PConc,1003.24514,469.3121699,892.8098444,Ex,Y,SBrkr,864,0,1040,1.001999115,2,0,3,1,Gd,6,1,1.998001574,385.6563293,Y,0,0,6,2007,WD ,Normal,150000
2665,839,90,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1993,2006,Gable,HdBoard,Plywood,TA,CBlock,597.7019051,1812.068057,1309.928292,TA,Y,SBrkr,1040,0,1092,0.001999967,2,0,3,1,TA,6,0,1.998002088,392.7221267,Y,0,0,11,2006,WD ,Normal,130000
2668,1293,20,RL,1680,Reg,Lvl,Inside,Edwards,1Fam,1Story,6,5,1920,1950,Gable,VinylSd,VinylSd,TA,BrkTil,0.001104951,1137.121986,626.9062624,TA,Y,SBrkr,672,0,1670,0.001999536,1,0,3,1,TA,5,0,-0.001998762,-0.001408291,Y,0,0,6,2008,WD ,Normal,130000
2671,2163,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1968,2006,Gable,VinylSd,VinylSd,TA,CBlock,582.2421531,800.0126632,670.0293004,TA,Y,SBrkr,988,0,1092,0.001999916,1,0,3,1,TA,6,0,-0.00199882,-0.001520234,Y,0,0,6,2009,WD ,Normal,145000
2673,1464,60,RL,9600,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,1946,1950,Gable,VinylSd,VinylSd,TA,CBlock,588.6573968,504.0134134,553.4350783,Ex,Y,SBrkr,864,0,1092,0.001999696,2,1,3,1,Gd,8,1,1.998003579,373.5197583,Y,0,0,7,2009,WD ,Normal,130000
2674,1496,20,RL,6240,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1976,2006,Gable,VinylSd,VinylSd,TA,CBlock,541.3245604,1728.231975,638.5104042,Gd,Y,SBrkr,864,0,864,0.001999497,1,1,3,1,TA,6,0,0.998002306,201.9158794,Y,0,0,7,2009,WD ,Normal,128900
2675,70,90,RL,1680,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1961,1998,Gable,HdBoard,MetalSd,TA,CBlock,922.7563661,214.8216891,603.8221476,TA,Y,SBrkr,672,0,1092,1.001999973,2,0,3,1,TA,6,0,1.998001198,-0.001616743,Y,0,0,6,2008,WD ,Normal,130000
2677,1293,60,RL,1680,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,6,1958,1997,Gable,HdBoard,HdBoard,TA,CBlock,0.000772365,488.8818612,570.488716,TA,Y,SBrkr,672,0,1456,0.001999911,2,0,4,1,TA,7,0,-0.001998761,-0.000939181,Y,0,0,11,2007,WD ,Normal,130000
2679,70,20,RL,9600,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,1994,2004,Gable,HdBoard,VinylSd,TA,PConc,545.1080907,791.3211012,1147.059806,Ex,Y,SBrkr,864,0,1040,1.001999561,2,0,3,1,Gd,6,0,1.998001429,376.212452,Y,0,0,5,2006,WD ,Normal,175000
2680,1027,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.6630526,487.9339033,623.2325611,Ex,Y,SBrkr,941,0,1733,1.001999068,2,0,3,1,TA,5,0,1.998002667,378.8978624,Y,0,0,7,2007,WD ,Normal,158000
2681,2284,30,RM,6120,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,5,1980,1950,Gable,Stucco,Wd Sdng,TA,BrkTil,0.001037472,1135.202236,600.8164821,TA,Y,SBrkr,672,0,1092,0.001999909,1,0,3,1,TA,5,0,0.998001487,182.422054,Y,0,0,6,2007,WD ,Normal,153000
2683,754,20,RL,7692,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,2007,2007,Hip,MetalSd,HdBoard,TA,CBlock,609.7508163,428.4390906,588.563058,Ex,Y,SBrkr,1780,0,1646,0.001999629,2,0,3,1,TA,6,1,1.998003165,386.3442704,Y,0,0,6,2009,WD ,Normal,140000
2684,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.4811236,488.4713962,620.681053,Ex,Y,SBrkr,1098,0,2358,1.001999142,2,0,3,1,TA,5,0,1.99800283,378.7322903,Y,0,0,7,2007,WD ,Normal,158000
2685,754,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001134079,1734.011426,1229.962706,Ex,Y,SBrkr,864,0,864,0.001999935,1,0,3,1,Gd,6,0,2.998004748,648.300168,Y,0,0,6,2007,New,Partial,145000
2687,208,70,RL,8400,Reg,Lvl,Inside,OldTown,1Fam,2Story,7,5,1920,1950,Gable,HdBoard,HdBoard,TA,BrkTil,514.0389241,473.3291518,567.6535699,TA,Y,SBrkr,864,0,1092,0.001999594,2,0,4,1,TA,7,1,0.998000979,189.6498266,Y,0,0,6,2007,WD ,Normal,130000
2688,1482,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,TA,PConc,0.001136274,1748.358651,1261.582432,Gd,Y,SBrkr,864,0,864,0.001999712,2,0,3,1,Gd,6,0,1.998004873,387.1152028,Y,0,0,6,2006,WD ,Normal,145000
2689,2203,70,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,8,1916,1950,Gable,Wd Sdng,VinylSd,TA,BrkTil,0.001213349,445.4523692,540.0965939,TA,Y,SBrkr,672,0,1092,0.001999939,2,0,3,1,TA,7,0,0.998000373,178.5827613,Y,0,0,7,2006,WD ,Normal,108000
2690,126,20,RL,9600,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1976,1990,Gable,VinylSd,Plywood,TA,CBlock,0.001249849,823.4454202,1228.923429,TA,Y,SBrkr,894,0,1040,0.001999705,2,0,3,1,TA,6,1,1.998004778,396.4432242,Y,0,0,7,2009,WD ,Normal,140000
2691,2203,70,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,5,1910,1950,Gable,HdBoard,HdBoard,TA,BrkTil,560.5767163,471.7071029,572.4997601,TA,Y,SBrkr,672,0,1092,0.001999712,2,0,3,1,TA,6,0,0.998001845,195.4110282,Y,0,0,7,2007,WD ,Normal,120000
2694,839,50,RL,9600,Reg,Lvl,Inside,ClearCr,1Fam,1Story,6,5,1960,2007,Gable,VinylSd,VinylSd,TA,CBlock,607.5683572,1783.071378,1299.894393,TA,Y,SBrkr,1296,0,1040,0.001999926,1,0,3,1,TA,7,1,1.99800449,371.3325103,Y,0,0,5,2006,WD ,Normal,145000
2695,2284,160,RM,13072,Reg,Lvl,Inside,MeadowV,1Fam,1Story,5,5,2008,1950,Gable,HdBoard,HdBoard,TA,BrkTil,575.2450609,463.7147107,570.9974321,TA,Y,SBrkr,672,0,1092,0.001999781,2,0,3,1,TA,6,0,1.998000609,181.2670234,Y,0,0,5,2007,WD ,Normal,115000
2696,754,20,RL,9600,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,TA,PConc,589.0065204,438.8565935,595.5121894,Ex,Y,SBrkr,864,0,1040,1.00199983,2,0,3,1,Gd,6,0,1.998001995,391.0464742,Y,0,0,6,2007,WD ,Normal,115000
2697,1464,60,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.000994961,1809.426347,1226.580409,Ex,Y,SBrkr,864,0,1456,0.001999873,2,1,3,1,Gd,7,1,2.998003024,387.0972442,Y,0,0,5,2006,New,Partial,139000
2698,2203,20,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1976,2008,Gable,HdBoard,HdBoard,TA,CBlock,562.7538174,188.5579091,603.2608921,TA,Y,SBrkr,864,0,864,0.001998838,1,0,3,1,TA,7,0,1.998002525,384.2035521,Y,0,0,7,2009,WD ,Normal,140000
2699,378,60,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,2005,1950,Gable,VinylSd,VinylSd,TA,PConc,0.000912977,487.3863951,588.3141408,Ex,Y,SBrkr,1098,0,1456,0.001999519,2,1,3,1,TA,7,1,1.99800225,373.9118117,Y,0,0,4,2006,WD ,Normal,158000
2704,44,20,RL,9600,Reg,Lvl,Inside,SawyerW,1Fam,1Story,5,5,1968,2003,Gable,VinylSd,VinylSd,Gd,PConc,1009.921708,437.4033447,1186.94047,Ex,Y,SBrkr,1114,0,1040,1.001999247,2,0,3,1,Gd,6,0,1.998000463,410.2295006,Y,0,0,5,2007,WD ,Normal,128900
2705,70,20,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,2007,2006,Gable,HdBoard,VinylSd,TA,CBlock,0.001108549,174.0497755,594.9307595,TA,Y,SBrkr,1268,0,1416,0.001999118,1,0,3,1,TA,5,0,1.998003362,375.0969333,Y,0,0,5,2008,WD ,Normal,185750
2706,2284,90,RL,1680,Reg,Lvl,Inside,NAmes,Duplex,1Story,5,5,1968,2007,Gable,HdBoard,HdBoard,TA,CBlock,592.058758,1873.448981,1586.250299,TA,Y,SBrkr,1080,0,1092,0.00199996,2,0,4,1,TA,10,0,1.998004802,436.2156447,Y,0,0,11,2006,WD ,Normal,140000
2708,709,20,RL,9600,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1976,1950,Gable,VinylSd,VinylSd,TA,CBlock,569.6091872,846.123808,615.6566214,TA,Y,SBrkr,864,0,864,0.001998621,1,0,3,1,TA,4,1,0.998005887,191.3837044,Y,0,0,7,2009,WD ,Normal,140000
2710,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.275371,489.1151467,622.2793354,Ex,Y,SBrkr,941,0,1733,1.001999023,2,0,3,1,TA,5,0,1.998003306,379.242181,Y,0,0,7,2007,WD ,Normal,158000
2711,27,120,RL,7692,Reg,Lvl,Inside,NridgHt,1Fam,1Story,5,5,2006,2006,Gable,VinylSd,HdBoard,TA,CBlock,980.5623655,494.3193636,597.2042575,TA,Y,SBrkr,1728,0,1728,0.001999584,2,0,2,1,TA,5,0,1.998002103,411.7408572,Y,0,0,7,2006,WD ,Normal,140000
2712,2284,70,RL,9600,Reg,Lvl,Inside,Crawfor,1Fam,2Story,6,7,1948,1950,Gable,MetalSd,MetalSd,TA,BrkTil,0.001065732,450.036821,576.5357402,TA,Y,SBrkr,832,0,894,1.001999733,2,0,3,1,TA,7,2,0.998002032,183.2178011,Y,0,0,7,2007,WD ,Normal,110000
2713,2902,20,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,1950,1950,Gable,VinylSd,VinylSd,TA,PConc,574.225038,486.967068,563.4059363,TA,Y,SBrkr,864,0,864,0.0019992,1,0,3,1,TA,6,0,0.99800276,388.8070911,Y,0,0,6,2009,WD ,Normal,150000
2715,2163,85,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,SFoyer,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,PConc,963.1846135,181.9364186,632.2396481,Ex,Y,SBrkr,1098,0,1416,1.001999453,1,0,3,1,TA,6,0,1.998004343,380.5987211,Y,0,0,7,2006,WD ,Normal,158000
2720,1464,60,RL,9600,Reg,Lvl,Inside,Somerst,1Fam,2Story,6,5,2003,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.000770691,537.7952282,571.1225919,Ex,Y,SBrkr,864,0,1646,1.001999297,2,1,3,1,Gd,8,1,1.998001915,380.5582786,Y,0,0,6,2006,WD ,Normal,145000
2721,1293,50,RL,6000,Reg,Lvl,Inside,SawyerW,1Fam,1Story,5,5,1993,2005,Gable,VinylSd,VinylSd,TA,PConc,570.2351368,497.0557012,914.2313148,TA,Y,SBrkr,816,0,987,0.0019999,2,0,3,1,TA,7,0,1.998004316,404.7569355,Y,0,0,7,2007,WD ,Normal,140000
2723,1220,20,RL,3907,IR1,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2006,2007,Gable,VinylSd,VinylSd,Ex,PConc,1611.371742,480.76696,1362.624088,Ex,Y,SBrkr,910,0,1456,1.001999942,2,0,3,1,Gd,7,1,2.998008463,608.6952669,Y,0,0,5,2006,New,Partial,175000
2725,2284,160,RM,6000,Reg,Lvl,Inside,MeadowV,1Fam,2Story,6,5,1970,1950,Gable,CemntBd,CmentBd,TA,CBlock,597.2360918,188.7746356,550.1486916,TA,Y,SBrkr,546,0,1092,0.001999725,1,0,3,1,TA,5,0,0.998002004,192.0850027,Y,0,0,5,2009,WD ,Normal,135000
2732,2284,20,RL,9600,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,5,1950,1950,Gable,HdBoard,HdBoard,TA,CBlock,0.001001791,138.6648352,-146.9797729,Ex,Y,SBrkr,864,0,1040,0.001999598,1,0,3,1,TA,6,1,0.99800127,183.4259423,Y,0,0,6,2009,WD ,Normal,153000
2733,326,85,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1910,2006,Gable,HdBoard,HdBoard,TA,PConc,604.2440941,190.731408,632.3601896,TA,Y,SBrkr,864,0,864,0.001998575,1,0,3,1,TA,6,1,-0.001997674,-0.001392987,Y,0,0,4,2006,WD ,Normal,130000
2734,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.2109892,483.3209536,614.5295857,Ex,Y,SBrkr,941,0,1733,1.001999439,2,0,3,1,TA,5,0,1.998002082,378.7121181,Y,0,0,7,2007,WD ,Normal,158000
2735,1464,60,RL,9150,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001053392,1110.584482,877.2609996,Ex,Y,SBrkr,864,0,1456,0.001999952,2,1,3,1,Gd,7,1,1.998002708,386.8417187,Y,0,0,6,2006,New,Partial,145000
2737,2812,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2007,2006,Gable,VinylSd,VinylSd,TA,PConc,560.4662454,1774.031842,1227.887303,Ex,Y,SBrkr,1098,0,864,0.001999758,2,0,3,1,Gd,7,1,2.998012891,624.6055972,Y,0,0,7,2007,WD ,Normal,170000
2738,378,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.7832489,488.4070048,622.1093209,Ex,Y,SBrkr,941,0,1456,0.00199912,2,1,3,1,TA,5,0,1.998002629,379.1722391,Y,0,0,7,2007,WD ,Normal,158000
2739,1293,90,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1970,2005,Gable,VinylSd,Wd Sdng,TA,CBlock,0.001191591,1839.492487,1384.857274,TA,Y,SBrkr,672,0,1092,0.001999992,1,0,3,1,TA,6,0,1.998002232,401.6137249,Y,0,0,11,2006,WD ,Normal,130000
2741,754,20,FV,9600,IR1,Lvl,Inside,Somerst,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.000890718,860.6614229,1335.392447,Ex,Y,SBrkr,864,0,1456,0.001999719,2,1,3,1,Gd,7,1,1.998002021,376.2066682,Y,0,0,6,2006,New,Partial,139000
2742,70,50,RL,6000,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,1920,1950,Gable,VinylSd,VinylSd,TA,PConc,0.001167455,135.5298816,-131.5793775,Ex,Y,SBrkr,864,0,1092,0.001999782,1,0,3,1,TA,6,1,-0.001997577,-0.001582098,Y,0,0,6,2006,WD ,Normal,145000
2745,27,85,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,SFoyer,5,7,2004,2007,Hip,MetalSd,MetalSd,TA,CBlock,936.2436684,148.9798101,618.5810472,TA,Y,SBrkr,483,0,987,1.001999761,1,0,3,1,TA,6,0,1.998002327,379.0079166,Y,0,0,6,2007,WD ,Normal,130000
2746,1027,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.981901,489.4989502,622.2325548,Ex,Y,SBrkr,941,0,848,1.001999085,2,0,3,1,TA,5,0,1.998003103,379.1167925,Y,0,0,7,2007,WD ,Normal,158000
2747,2284,20,RL,8400,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1994,2006,Gable,HdBoard,HdBoard,TA,CBlock,0.001033394,195.9672647,890.2733939,TA,Y,SBrkr,864,0,864,0.001997385,1,0,3,1,TA,5,0,1.998001213,383.8040636,Y,0,0,6,2006,WD ,Normal,115000
2750,326,20,RL,6120,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1995,2006,Gable,VinylSd,VinylSd,TA,CBlock,0.00094277,1111.147134,890.4630686,Ex,Y,SBrkr,1305,0,864,0.001998657,1,0,3,1,TA,6,0,1.998001718,392.8967406,Y,0,0,6,2008,WD ,Normal,128900
2751,326,20,RL,9600,Reg,Lvl,Inside,Crawfor,1Fam,1Story,6,6,2005,2006,Gable,MetalSd,MetalSd,TA,CBlock,569.3749592,484.6741621,634.924898,Ex,Y,SBrkr,1728,0,1040,0.001999237,2,0,3,1,TA,7,1,1.99800798,382.8528763,Y,0,0,7,2007,WD ,Normal,140000
2754,378,60,RL,9000,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2005,1950,Gable,VinylSd,VinylSd,TA,PConc,0.001028734,476.1127832,581.0208482,Ex,Y,SBrkr,1710,0,1456,0.001999654,2,1,3,1,TA,7,1,1.998002147,367.1420984,Y,0,0,7,2009,WD ,Normal,158000
2756,641,50,RL,6000,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,6,5,1920,1950,Gable,VinylSd,VinylSd,TA,CBlock,540.9321599,473.6787353,559.6254547,TA,Y,SBrkr,546,0,1092,0.001999781,1,0,3,1,TA,6,0,0.998003651,186.4964672,Y,0,0,6,2006,WD ,Normal,140000
2757,27,190,RL,1680,Reg,Lvl,Inside,NAmes,2fmCon,1Story,5,5,2004,1970,Gable,BrkFace,VinylSd,TA,PConc,0.001202699,1154.359086,927.4911918,TA,Y,SBrkr,672,0,1092,0.00199991,2,0,3,2,TA,10,0,-0.001998086,-0.001536196,Y,0,0,6,2008,WD ,Normal,130000
2759,2284,20,RL,1680,Reg,Lvl,Inside,NridgHt,1Fam,1Story,5,5,1968,2000,Gable,Stucco,HdBoard,TA,PConc,0.001225476,137.9560414,-112.8560338,TA,Y,SBrkr,672,0,987,0.001999877,2,0,2,1,TA,6,0,1.998001383,564.9963231,Y,0,0,6,2006,WD ,Normal,108000
2761,2163,20,RL,6240,Reg,Lvl,Inside,Gilbert,1Fam,1Story,6,5,1994,2004,Gable,VinylSd,VinylSd,Gd,PConc,896.7266143,140.3701187,844.7602563,Ex,Y,SBrkr,899,0,1040,1.001999418,2,0,3,1,Gd,6,0,1.998001305,376.3579859,Y,0,0,5,2007,WD ,Normal,150000
2763,2163,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,TA,PConc,532.837086,1784.686921,1243.387688,Ex,Y,SBrkr,864,0,2443,0.001999946,2,0,3,1,TA,6,1,1.998003349,598.8254196,Y,0,0,7,2008,WD ,Normal,170000
2765,326,20,RL,3907,Reg,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2004,1950,Gable,VinylSd,VinylSd,TA,PConc,1535.207821,811.0756114,1318.167238,Ex,Y,SBrkr,848,0,864,1.001998646,2,0,3,1,Ex,6,1,1.998006563,383.1574576,Y,0,0,5,2007,WD ,Normal,188000
2766,1293,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,2004,2005,Gable,VinylSd,VinylSd,TA,PConc,572.3881628,1821.241019,1297.347382,Ex,Y,SBrkr,1105,0,1040,0.001999981,2,0,3,1,TA,7,1,1.99800265,391.6423108,Y,0,0,7,2006,WD ,Normal,145000
2767,754,60,RL,9000,Reg,Lvl,Inside,Sawyer,1Fam,2Story,9,5,2007,1950,Gable,VinylSd,VinylSd,Gd,PConc,1613.388236,826.5961686,1338.57098,Ex,Y,SBrkr,910,0,1456,0.001999946,2,0,3,1,Gd,7,1,2.998007356,387.4251931,Y,0,0,5,2009,New,Normal,125000
2772,126,120,RL,4923,Reg,Lvl,Inside,Edwards,TwnhsE,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,PConc,603.4278721,465.8141919,1153.377748,Ex,Y,SBrkr,912,0,1040,1.001999865,2,0,3,1,Gd,6,0,1.998000962,403.4623578,Y,0,0,5,2007,WD ,Normal,170000
2773,378,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1967,2005,Gable,HdBoard,HdBoard,TA,CBlock,636.1022801,468.695927,614.6341784,TA,Y,SBrkr,864,0,1456,0.00199863,1,0,3,1,TA,5,0,1.998002933,379.5563307,Y,0,0,7,2006,WD ,Normal,158000
2774,632,20,RL,6240,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1954,2008,Gable,VinylSd,Plywood,TA,CBlock,638.6496219,471.9188849,888.354397,TA,Y,SBrkr,864,0,864,0.001998838,1,0,3,1,TA,5,0,0.99800261,194.6021679,Y,0,0,7,2006,WD ,Normal,140000
2775,1499,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,562.3779397,503.424064,630.2171239,Ex,Y,SBrkr,930,0,1456,1.001999006,1,1,3,1,Gd,6,1,1.998003477,387.0717345,Y,0,0,7,2006,WD ,Normal,158000
2780,839,190,RM,1680,Reg,Lvl,Inside,OldTown,1Fam,1Story,8,5,1910,1950,Gable,HdBoard,MetalSd,TA,CBlock,0.001248901,154.2124088,553.9138601,TA,Y,SBrkr,672,0,1092,0.001999981,2,0,3,1,TA,5,0,0.998004624,383.3929895,Y,0,0,7,2008,WD ,Normal,115000
2783,2101,20,RM,1680,Reg,Lvl,Inside,BrkSide,1Fam,SLvl,7,5,1970,2008,Gable,VinylSd,VinylSd,TA,PConc,621.5256896,180.0687998,618.8599922,Ex,Y,SBrkr,1646,0,1525,0.001999913,2,0,2,1,Gd,7,0,1.998002238,444.2261315,Y,0,0,6,2007,WD ,Normal,185000
2784,1027,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.8751032,488.3117026,620.7684628,Ex,Y,SBrkr,941,0,2358,1.001999171,2,0,3,1,TA,5,0,1.998002508,379.1335104,Y,0,0,7,2007,WD ,Normal,158000
2785,99,90,RL,1680,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,2008,2005,Gable,MetalSd,MetalSd,TA,CBlock,919.18277,224.5263584,655.8492972,TA,Y,FuseA,672,0,1208,0.001999979,1,0,2,1,TA,6,0,1.998000989,390.3960569,Y,0,0,6,2006,WD ,Normal,140000
2786,839,50,RM,6000,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,5,2006,1950,Gable,VinylSd,VinylSd,TA,CBlock,1561.603385,168.5898477,606.2826934,Ex,Y,SBrkr,832,0,1525,0.001999538,2,0,3,1,TA,6,1,1.998009064,379.9977612,Y,0,0,6,2009,WD ,Normal,115000
2787,70,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,2000,1950,Gable,VinylSd,VinylSd,TA,CBlock,595.6032357,1717.986633,1213.926713,Ex,Y,SBrkr,616,0,1092,0.001999954,2,0,3,1,TA,6,1,1.998005554,382.387266,Y,0,0,4,2009,WD ,Normal,140000
2789,121,160,RL,8400,Reg,Lvl,Inside,Somerst,Twnhs,2Story,7,5,2000,1950,Gable,VinylSd,VinylSd,TA,PConc,0.000903246,489.5452162,566.9624055,Ex,Y,SBrkr,864,0,1092,0.001999195,2,1,3,1,TA,7,1,1.998001422,365.3538747,Y,0,0,5,2006,WD ,Normal,120000
2790,2284,20,RL,7692,Reg,Lvl,Inside,Somerst,1Fam,1Story,6,5,2005,2006,Gable,MetalSd,Plywood,TA,CBlock,0.00153426,143.8048202,564.0681385,Gd,Y,SBrkr,1040,0,1489,0.001997728,1,0,3,1,TA,5,1,1.998007193,376.6591844,Y,0,0,7,2006,WD ,Normal,140000
2791,754,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.001085194,1766.517638,1279.06483,Ex,Y,SBrkr,894,0,864,0.001999955,2,0,3,1,Gd,7,1,2.998004598,398.3123595,Y,0,0,6,2006,New,Partial,145000
2792,641,20,RL,9600,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,7,1968,1950,Gable,MetalSd,MetalSd,TA,CBlock,0.001049532,153.0003189,-159.206179,TA,Y,SBrkr,864,0,864,0.001998892,1,0,3,1,TA,5,0,1.99800469,381.6500639,Y,0,0,7,2006,WD ,Normal,190000
2798,70,90,RL,1680,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1950,2007,Gable,MetalSd,MetalSd,TA,CBlock,988.0616477,536.1175811,926.5092061,TA,Y,SBrkr,672,0,1092,1.001999841,1,0,3,1,TA,7,0,-0.001998525,-0.001462065,Y,0,0,6,2009,WD ,Normal,130000
2800,754,120,RL,3907,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,9,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,1664.325943,475.7204686,1300.117052,Ex,Y,SBrkr,630,0,1728,1.001999694,2,0,2,1,Gd,5,1,1.998004757,400.8668206,Y,0,0,5,2007,WD ,Normal,188000
2801,70,20,RL,9600,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1976,2000,Gable,VinylSd,VinylSd,TA,CBlock,0.001268107,101.5978513,564.8663823,TA,Y,SBrkr,520,0,1092,0.001999905,2,0,3,1,TA,5,0,1.998001431,372.1289346,Y,0,0,7,2009,WD ,Normal,115000
